,type,dir,id_labels,readable_labels
38,Mug,Image/All_Cropped\Mug\15.jpg,"{'03063599-n': 0.43248450756073, '03733805-n': 0.16048802435398102, '03950228-n': 0.1584576964378357, '03063689-n': 0.09477528929710388, '04560804-n': 0.051568448543548584, '07930864-n': 0.040052078664302826, '03764736-n': 0.019162550568580627, '02747177-n': 0.012545337900519371, '02909870-n': 0.008516428992152214, '04579145-n': 0.002295219572260976}","{'coffee mug': 0.43248450756073, 'measuring cup': 0.16048802435398102, 'pitcher': 0.1584576964378357, 'coffeepot': 0.09477528929710388, 'water jug': 0.051568448543548584, 'cup': 0.040052078664302826, 'milk can': 0.019162550568580627, 'ashcan': 0.012545337900519371, 'bucket': 0.008516428992152214, 'whiskey jug': 0.002295219572260976}"
39,Mug,Image/All_Cropped\Mug\16.jpg,"{'04398044-n': 0.20671261847019196, '03063689-n': 0.18918882310390472, '03733805-n': 0.08403469622135162, '03063599-n': 0.07956010103225708, '07930864-n': 0.0791127160191536, '04254120-n': 0.06168059632182121, '04579145-n': 0.06111258268356323, '03887697-n': 0.05284900218248367, '03297495-n': 0.037028390914201736, '15075141-n': 0.03026677295565605}","{'teapot': 0.20671261847019196, 'coffeepot': 0.18918882310390472, 'measuring cup': 0.08403469622135162, 'coffee mug': 0.07956010103225708, 'cup': 0.0791127160191536, 'soap dispenser': 0.06168059632182121, 'whiskey jug': 0.06111258268356323, 'paper towel': 0.05284900218248367, 'espresso maker': 0.037028390914201736, 'toilet tissue': 0.03026677295565605}"
40,Mug,Image/All_Cropped\Mug\2.jpeg,"{'02909870-n': 0.27066197991371155, '03063599-n': 0.18105961382389069, '03950228-n': 0.10687858611345291, '03733805-n': 0.10477139055728912, '02747177-n': 0.10417349636554718, '07930864-n': 0.05047522485256195, '04560804-n': 0.03899359703063965, '02795169-n': 0.03573131561279297, '02815834-n': 0.017066700384020805, '03063689-n': 0.016609221696853638}","{'bucket': 0.27066197991371155, 'coffee mug': 0.18105961382389069, 'pitcher': 0.10687858611345291, 'measuring cup': 0.10477139055728912, 'ashcan': 0.10417349636554718, 'cup': 0.05047522485256195, 'water jug': 0.03899359703063965, 'barrel': 0.03573131561279297, 'beaker': 0.017066700384020805, 'coffeepot': 0.016609221696853638}"
41,Mug,Image/All_Cropped\Mug\3.jpg,"{'03133878-n': 0.11842679977416992, '02909870-n': 0.11300375312566757, '03775546-n': 0.0842188224196434, '04263257-n': 0.0600460059940815, '07930864-n': 0.0581330731511116, '02948072-n': 0.03240824490785599, '04398044-n': 0.03144354745745659, '03950228-n': 0.02989051677286625, '07836838-n': 0.027685895562171936, '03920288-n': 0.025728464126586914}","{'Crock Pot': 0.11842679977416992, 'bucket': 0.11300375312566757, 'mixing bowl': 0.0842188224196434, 'soup bowl': 0.0600460059940815, 'cup': 0.0581330731511116, 'candle': 0.03240824490785599, 'teapot': 0.03144354745745659, 'pitcher': 0.02989051677286625, 'chocolate sauce': 0.027685895562171936, 'Petri dish': 0.025728464126586914}"
42,Mug,Image/All_Cropped\Mug\4.jpg,"{'03527444-n': 0.21483774483203888, '03803284-n': 0.17921099066734314, '04099969-n': 0.07737729698419571, '04141327-n': 0.06531792134046555, '04133789-n': 0.033357057720422745, '02992211-n': 0.032013189047575, '02910353-n': 0.02982853539288044, '01930112-n': 0.026585638523101807, '03532672-n': 0.025006569921970367, '04356056-n': 0.023770902305841446}","{'holster': 0.21483774483203888, 'muzzle': 0.17921099066734314, 'rocking chair': 0.07737729698419571, 'scabbard': 0.06531792134046555, 'sandal': 0.033357057720422745, 'cello': 0.032013189047575, 'buckle': 0.02982853539288044, 'nematode': 0.026585638523101807, 'hook': 0.025006569921970367, 'sunglasses': 0.023770902305841446}"
43,Mug,Image/All_Cropped\Mug\5.jpg,"{'04560804-n': 0.2118576467037201, '07930864-n': 0.18492992222309113, '07920052-n': 0.08316340297460556, '03063689-n': 0.08068518340587616, '03063599-n': 0.053104620426893234, '03950228-n': 0.052309632301330566, '07932039-n': 0.043473996222019196, '03443371-n': 0.03425674885511398, '03297495-n': 0.02878754772245884, '04398044-n': 0.02358236350119114}","{'water jug': 0.2118576467037201, 'cup': 0.18492992222309113, 'espresso': 0.08316340297460556, 'coffeepot': 0.08068518340587616, 'coffee mug': 0.053104620426893234, 'pitcher': 0.052309632301330566, 'eggnog': 0.043473996222019196, 'goblet': 0.03425674885511398, 'espresso maker': 0.02878754772245884, 'teapot': 0.02358236350119114}"
44,Mug,Image/All_Cropped\Mug\6.jpg,"{'03063599-n': 0.30414268374443054, '03916031-n': 0.25296491384506226, '04579145-n': 0.10538572072982788, '02823750-n': 0.05649085342884064, '03950228-n': 0.03612677380442619, '04560804-n': 0.03167423605918884, '03843555-n': 0.024582622572779655, '04131690-n': 0.024113981053233147, '07930864-n': 0.02311990037560463, '02815834-n': 0.01847011409699917}","{'coffee mug': 0.30414268374443054, 'perfume': 0.25296491384506226, 'whiskey jug': 0.10538572072982788, 'beer glass': 0.05649085342884064, 'pitcher': 0.03612677380442619, 'water jug': 0.03167423605918884, 'oil filter': 0.024582622572779655, 'saltshaker': 0.024113981053233147, 'cup': 0.02311990037560463, 'beaker': 0.01847011409699917}"
45,Mug,Image/All_Cropped\Mug\7.jpg,"{'04579145-n': 0.432137131690979, '07920052-n': 0.31667670607566833, '03063599-n': 0.19824492931365967, '07930864-n': 0.0316484197974205, '03950228-n': 0.009827861562371254, '04560804-n': 0.002623835112899542, '07836838-n': 0.0017597965197637677, '07932039-n': 0.0010631574550643563, '15075141-n': 0.0010582655668258667, '07584110-n': 0.0006032144883647561}","{'whiskey jug': 0.432137131690979, 'espresso': 0.31667670607566833, 'coffee mug': 0.19824492931365967, 'cup': 0.0316484197974205, 'pitcher': 0.009827861562371254, 'water jug': 0.002623835112899542, 'chocolate sauce': 0.0017597965197637677, 'eggnog': 0.0010631574550643563, 'toilet tissue': 0.0010582655668258667, 'consomme': 0.0006032144883647561}"
46,Mug,Image/All_Cropped\Mug\8.jpg,"{'07930864-n': 0.19369299709796906, '03950228-n': 0.1370585411787033, '04560804-n': 0.13338185846805573, '03063599-n': 0.12340500205755234, '04579145-n': 0.11256606876850128, '03063689-n': 0.06443395465612411, '03733805-n': 0.04837667569518089, '04522168-n': 0.027348725125193596, '02909870-n': 0.02039850875735283, '02747177-n': 0.014095584861934185}","{'cup': 0.19369299709796906, 'pitcher': 0.1370585411787033, 'water jug': 0.13338185846805573, 'coffee mug': 0.12340500205755234, 'whiskey jug': 0.11256606876850128, 'coffeepot': 0.06443395465612411, 'measuring cup': 0.04837667569518089, 'vase': 0.027348725125193596, 'bucket': 0.02039850875735283, 'ashcan': 0.014095584861934185}"
47,Mug,Image/All_Cropped\Mug\9.jpeg,"{'07930864-n': 0.6867261528968811, '04553703-n': 0.08835528790950775, '04447861-n': 0.08092556893825531, '03950228-n': 0.026628786697983742, '03063599-n': 0.01362789236009121, '03733805-n': 0.012892654165625572, '04493381-n': 0.011991928331553936, '03786901-n': 0.01052648201584816, '04476259-n': 0.010479695163667202, '15075141-n': 0.0066625382751226425}","{'cup': 0.6867261528968811, 'washbasin': 0.08835528790950775, 'toilet seat': 0.08092556893825531, 'pitcher': 0.026628786697983742, 'coffee mug': 0.01362789236009121, 'measuring cup': 0.012892654165625572, 'tub': 0.011991928331553936, 'mortar': 0.01052648201584816, 'tray': 0.010479695163667202, 'toilet tissue': 0.0066625382751226425}"
48,Banana,Image/All_Cropped\Banana\1.jpg,"{'07753592-n': 0.9983425140380859, '07717410-n': 0.0004950712318532169, '07716906-n': 0.00022373980027623475, '07716358-n': 0.00021678738994523883, '07754684-n': 0.00016029368271119893, '03065424-n': 0.00014022593677509576, '07749582-n': 9.682719246484339e-05, '07753275-n': 8.64095491124317e-05, '07718472-n': 7.251848728628829e-05, '07717556-n': 2.237061744381208e-05}","{'banana': 0.9983425140380859, 'acorn squash': 0.0004950712318532169, 'spaghetti squash': 0.00022373980027623475, 'zucchini': 0.00021678738994523883, 'jackfruit': 0.00016029368271119893, 'coil': 0.00014022593677509576, 'lemon': 9.682719246484339e-05, 'pineapple': 8.64095491124317e-05, 'cucumber': 7.251848728628829e-05, 'butternut squash': 2.237061744381208e-05}"
49,Banana,Image/All_Cropped\Banana\10.jpg,"{'07718472-n': 0.7434228658676147, '07753592-n': 0.0877719298005104, '07742313-n': 0.03810957446694374, '03633091-n': 0.020590398460626602, '07716358-n': 0.02057400904595852, '03786901-n': 0.01263101864606142, '03532672-n': 0.012204749509692192, '07720875-n': 0.005879421718418598, '13133613-n': 0.005601469427347183, '01739381-n': 0.005442551337182522}","{'cucumber': 0.7434228658676147, 'banana': 0.0877719298005104, 'Granny Smith': 0.03810957446694374, 'ladle': 0.020590398460626602, 'zucchini': 0.02057400904595852, 'mortar': 0.01263101864606142, 'hook': 0.012204749509692192, 'bell pepper': 0.005879421718418598, 'ear': 0.005601469427347183, 'vine snake': 0.005442551337182522}"
50,Banana,Image/All_Cropped\Banana\11.jpg,"{'03532672-n': 0.31155791878700256, '03633091-n': 0.13409577310085297, '03970156-n': 0.080291248857975, '01930112-n': 0.06256256252527237, '03047690-n': 0.053670983761548996, '03950228-n': 0.047808948904275894, '07753113-n': 0.03636994585394859, '07768694-n': 0.027980884537100792, '04560804-n': 0.021671228110790253, '03840681-n': 0.019993258640170097}","{'hook': 0.31155791878700256, 'ladle': 0.13409577310085297, 'plunger': 0.080291248857975, 'nematode': 0.06256256252527237, 'clog': 0.053670983761548996, 'pitcher': 0.047808948904275894, 'fig': 0.03636994585394859, 'pomegranate': 0.027980884537100792, 'water jug': 0.021671228110790253, 'ocarina': 0.019993258640170097}"
51,Banana,Image/All_Cropped\Banana\12.jpg,"{'03954731-n': 0.25946101546287537, '03498962-n': 0.13385607302188873, '04372370-n': 0.07802566885948181, '03794056-n': 0.06743073463439941, '03047690-n': 0.0383918322622776, '03041632-n': 0.037610217928886414, '03584829-n': 0.03354860097169876, '03995372-n': 0.03255964815616608, '03532672-n': 0.025210797786712646, '03481172-n': 0.023372525349259377}","{'plane': 0.25946101546287537, 'hatchet': 0.13385607302188873, 'switch': 0.07802566885948181, 'mousetrap': 0.06743073463439941, 'clog': 0.0383918322622776, 'cleaver': 0.037610217928886414, 'iron': 0.03354860097169876, 'power drill': 0.03255964815616608, 'hook': 0.025210797786712646, 'hammer': 0.023372525349259377}"
52,Banana,Image/All_Cropped\Banana\13.jpg,"{'07753592-n': 0.2852446734905243, '03047690-n': 0.13161928951740265, '04540053-n': 0.059925422072410583, '03109150-n': 0.04910436272621155, '03873416-n': 0.04027029499411583, '04023962-n': 0.038533564656972885, '03840681-n': 0.025707567110657692, '04208210-n': 0.025006301701068878, '03958227-n': 0.016824789345264435, '03793489-n': 0.014992102980613708}","{'banana': 0.2852446734905243, 'clog': 0.13161928951740265, 'volleyball': 0.059925422072410583, 'corkscrew': 0.04910436272621155, 'paddle': 0.04027029499411583, 'punching bag': 0.038533564656972885, 'ocarina': 0.025707567110657692, 'shovel': 0.025006301701068878, 'plastic bag': 0.016824789345264435, 'mouse': 0.014992102980613708}"
53,Banana,Image/All_Cropped\Banana\14.jpg,"{'07753592-n': 0.9439770579338074, '04447861-n': 0.013070997782051563, '03065424-n': 0.003422524780035019, '03532672-n': 0.0029419914353638887, '02910353-n': 0.002752051455900073, '04099969-n': 0.0023097528610378504, '03379051-n': 0.0017658346332609653, '03424325-n': 0.0014672199031338096, '07579787-n': 0.0012334674829617143, '04540053-n': 0.0011025163112208247}","{'banana': 0.9439770579338074, 'toilet seat': 0.013070997782051563, 'coil': 0.003422524780035019, 'hook': 0.0029419914353638887, 'buckle': 0.002752051455900073, 'rocking chair': 0.0023097528610378504, 'football helmet': 0.0017658346332609653, 'gasmask': 0.0014672199031338096, 'plate': 0.0012334674829617143, 'volleyball': 0.0011025163112208247}"
54,Banana,Image/All_Cropped\Banana\15.jpg,"{'03532672-n': 0.6753474473953247, '01945685-n': 0.15060289204120636, '03633091-n': 0.04290765896439552, '03814906-n': 0.015087321400642395, '01930112-n': 0.012924871407449245, '03786901-n': 0.010846872813999653, '01728920-n': 0.005565262399613857, '03804744-n': 0.005396089982241392, '02910353-n': 0.0031842945609241724, '04597913-n': 0.0029091450851410627}","{'hook': 0.6753474473953247, 'slug': 0.15060289204120636, 'ladle': 0.04290765896439552, 'necklace': 0.015087321400642395, 'nematode': 0.012924871407449245, 'mortar': 0.010846872813999653, 'ringneck snake': 0.005565262399613857, 'nail': 0.005396089982241392, 'buckle': 0.0031842945609241724, 'wooden spoon': 0.0029091450851410627}"
55,Banana,Image/All_Cropped\Banana\16.jpg,"{'04332243-n': 0.19914522767066956, '04579432-n': 0.1877702921628952, '07753592-n': 0.06634854525327682, '04099969-n': 0.0655500516295433, '03825788-n': 0.05116292089223862, '03720891-n': 0.027164779603481293, '03483316-n': 0.022646600380539894, '04286575-n': 0.021147076040506363, '03937543-n': 0.020663054659962654, '03908714-n': 0.01901068165898323}","{'strainer': 0.19914522767066956, 'whistle': 0.1877702921628952, 'banana': 0.06634854525327682, 'rocking chair': 0.0655500516295433, 'nipple': 0.05116292089223862, 'maraca': 0.027164779603481293, 'hand blower': 0.022646600380539894, 'spotlight': 0.021147076040506363, 'pill bottle': 0.020663054659962654, 'pencil sharpener': 0.01901068165898323}"
56,Banana,Image/All_Cropped\Banana\2.jpg,"{'04579432-n': 0.09910830855369568, '03532672-n': 0.07220012694597244, '01770393-n': 0.06590782105922699, '07753592-n': 0.06404707580804825, '12144580-n': 0.048755817115306854, '03065424-n': 0.04744143784046173, '02999410-n': 0.041991040110588074, '03825788-n': 0.03453449532389641, '04482393-n': 0.02988623082637787, '04355933-n': 0.026271358132362366}","{'whistle': 0.09910830855369568, 'hook': 0.07220012694597244, 'scorpion': 0.06590782105922699, 'banana': 0.06404707580804825, 'corn': 0.048755817115306854, 'coil': 0.04744143784046173, 'chain': 0.041991040110588074, 'nipple': 0.03453449532389641, 'tricycle': 0.02988623082637787, 'sunglass': 0.026271358132362366}"
57,Banana,Image/All_Cropped\Banana\3.jpg,"{'07753592-n': 0.6112194657325745, '03532672-n': 0.09885592758655548, '04286575-n': 0.028314922004938126, '04548280-n': 0.022367650642991066, '07749582-n': 0.015592680312693119, '04328186-n': 0.01448609959334135, '03935335-n': 0.01344503927975893, '02841315-n': 0.01253141276538372, '03065424-n': 0.011307086795568466, '04251144-n': 0.011103657074272633}","{'banana': 0.6112194657325745, 'hook': 0.09885592758655548, 'spotlight': 0.028314922004938126, 'wall clock': 0.022367650642991066, 'lemon': 0.015592680312693119, 'stopwatch': 0.01448609959334135, 'piggy bank': 0.01344503927975893, 'binoculars': 0.01253141276538372, 'coil': 0.011307086795568466, 'snorkel': 0.011103657074272633}"
58,Banana,Image/All_Cropped\Banana\4.jpg,"{'07753592-n': 0.3362840712070465, '03065424-n': 0.08048834651708603, '07718472-n': 0.059802960604429245, '07718747-n': 0.037453945726156235, '03950228-n': 0.034324660897254944, '03733805-n': 0.03011487051844597, '04277352-n': 0.028717784211039543, '03532672-n': 0.028292110189795494, '07720875-n': 0.027259185910224915, '07717410-n': 0.025203416123986244}","{'banana': 0.3362840712070465, 'coil': 0.08048834651708603, 'cucumber': 0.059802960604429245, 'artichoke': 0.037453945726156235, 'pitcher': 0.034324660897254944, 'measuring cup': 0.03011487051844597, 'spindle': 0.028717784211039543, 'hook': 0.028292110189795494, 'bell pepper': 0.027259185910224915, 'acorn squash': 0.025203416123986244}"
59,Banana,Image/All_Cropped\Banana\5.jpg,"{'07753592-n': 0.7029942870140076, '03868863-n': 0.08238128572702408, '04409515-n': 0.07254020124673843, '03065424-n': 0.014593241736292839, '04579432-n': 0.011244578287005424, '04204238-n': 0.009126497432589531, '07720875-n': 0.00732330372557044, '02808304-n': 0.0065645985305309296, '04493381-n': 0.005965807940810919, '07718472-n': 0.004486788064241409}","{'banana': 0.7029942870140076, 'oxygen mask': 0.08238128572702408, 'tennis ball': 0.07254020124673843, 'coil': 0.014593241736292839, 'whistle': 0.011244578287005424, 'shopping basket': 0.009126497432589531, 'bell pepper': 0.00732330372557044, 'bath towel': 0.0065645985305309296, 'tub': 0.005965807940810919, 'cucumber': 0.004486788064241409}"
60,Banana,Image/All_Cropped\Banana\7.jpg,"{'07753592-n': 0.9999947547912598, '07716358-n': 2.1496084627870005e-06, '03461385-n': 3.9856737998889e-07, '03786901-n': 3.3590981729503255e-07, '07753275-n': 2.3263798709649564e-07, '12144580-n': 1.5785015250457946e-07, '04522168-n': 1.188638378835094e-07, '04131690-n': 1.163815213089947e-07, '03047690-n': 1.1112088316167501e-07, '02999410-n': 9.661239630531782e-08}","{'banana': 0.9999947547912598, 'zucchini': 2.1496084627870005e-06, 'grocery store': 3.9856737998889e-07, 'mortar': 3.3590981729503255e-07, 'pineapple': 2.3263798709649564e-07, 'corn': 1.5785015250457946e-07, 'vase': 1.188638378835094e-07, 'saltshaker': 1.163815213089947e-07, 'clog': 1.1112088316167501e-07, 'chain': 9.661239630531782e-08}"
61,Banana,Image/All_Cropped\Banana\8.jpg,"{'07753592-n': 0.732096254825592, '03047690-n': 0.21149905025959015, '04133789-n': 0.03495151549577713, '01980166-n': 0.005866238847374916, '03680355-n': 0.003179436782374978, '03786901-n': 0.0029354491271078587, '04120489-n': 0.0024486796464771032, '03124170-n': 0.0018920665606856346, '01631663-n': 0.001123887486755848, '04259630-n': 0.0009427274344488978}","{'banana': 0.732096254825592, 'clog': 0.21149905025959015, 'sandal': 0.03495151549577713, 'fiddler crab': 0.005866238847374916, 'Loafer': 0.003179436782374978, 'mortar': 0.0029354491271078587, 'running shoe': 0.0024486796464771032, 'cowboy hat': 0.0018920665606856346, 'eft': 0.001123887486755848, 'sombrero': 0.0009427274344488978}"
62,Banana,Image/All_Cropped\Banana\9.jpg,"{'07753592-n': 0.6178586483001709, '02834397-n': 0.05970792844891548, '04579432-n': 0.018963824957609177, '07749582-n': 0.017313307151198387, '04133789-n': 0.016171200200915337, '02910353-n': 0.01570296846330166, '03476684-n': 0.014495301060378551, '03825788-n': 0.013510286808013916, '02909870-n': 0.011734671890735626, '03532672-n': 0.011147448793053627}","{'banana': 0.6178586483001709, 'bib': 0.05970792844891548, 'whistle': 0.018963824957609177, 'lemon': 0.017313307151198387, 'sandal': 0.016171200200915337, 'buckle': 0.01570296846330166, 'hair slide': 0.014495301060378551, 'nipple': 0.013510286808013916, 'bucket': 0.011734671890735626, 'hook': 0.011147448793053627}"
63,Car,Image/All_Cropped\Car\1.jpg,"{'03930630-n': 0.21971173584461212, '03977966-n': 0.1380855143070221, '04461696-n': 0.10990328341722488, '02814533-n': 0.10848291218280792, '04252225-n': 0.08118968456983566, '03769881-n': 0.05504424497485161, '03594945-n': 0.04910349100828171, '02704792-n': 0.04379374533891678, '04065272-n': 0.03843913599848747, '02701002-n': 0.03492973744869232}","{'pickup': 0.21971173584461212, 'police van': 0.1380855143070221, 'tow truck': 0.10990328341722488, 'beach wagon': 0.10848291218280792, 'snowplow': 0.08118968456983566, 'minibus': 0.05504424497485161, 'jeep': 0.04910349100828171, 'amphibian': 0.04379374533891678, 'recreational vehicle': 0.03843913599848747, 'ambulance': 0.03492973744869232}"
64,Car,Image/All_Cropped\Car\10.jpg,"{'03770679-n': 0.3643762171268463, '03100240-n': 0.15238647162914276, '02814533-n': 0.12241117656230927, '04285008-n': 0.0782448872923851, '03930630-n': 0.07464271038770676, '03670208-n': 0.038132019340991974, '02974003-n': 0.037587910890579224, '04037443-n': 0.03599650785326958, '03769881-n': 0.01593715324997902, '03977966-n': 0.015447349287569523}","{'minivan': 0.3643762171268463, 'convertible': 0.15238647162914276, 'beach wagon': 0.12241117656230927, 'sports car': 0.0782448872923851, 'pickup': 0.07464271038770676, 'limousine': 0.038132019340991974, 'car wheel': 0.037587910890579224, 'racer': 0.03599650785326958, 'minibus': 0.01593715324997902, 'police van': 0.015447349287569523}"
65,Car,Image/All_Cropped\Car\11.jpg,"{'03100240-n': 0.3194330632686615, '02814533-n': 0.16027383506298065, '04285008-n': 0.11078101396560669, '04037443-n': 0.08284352719783783, '03459775-n': 0.07640715688467026, '03770679-n': 0.06332454830408096, '03670208-n': 0.04109446331858635, '02930766-n': 0.041031721979379654, '02974003-n': 0.029985744506120682, '03930630-n': 0.023467538878321648}","{'convertible': 0.3194330632686615, 'beach wagon': 0.16027383506298065, 'sports car': 0.11078101396560669, 'racer': 0.08284352719783783, 'grille': 0.07640715688467026, 'minivan': 0.06332454830408096, 'limousine': 0.04109446331858635, 'cab': 0.041031721979379654, 'car wheel': 0.029985744506120682, 'pickup': 0.023467538878321648}"
66,Car,Image/All_Cropped\Car\12.jpg,"{'02814533-n': 0.40366461873054504, '03770679-n': 0.1620502769947052, '03930630-n': 0.13329866528511047, '02974003-n': 0.0979936420917511, '03100240-n': 0.06202831119298935, '03459775-n': 0.05304717645049095, '04285008-n': 0.02908467687666416, '03670208-n': 0.026355547830462456, '04037443-n': 0.016736283898353577, '03594945-n': 0.00783239584416151}","{'beach wagon': 0.40366461873054504, 'minivan': 0.1620502769947052, 'pickup': 0.13329866528511047, 'car wheel': 0.0979936420917511, 'convertible': 0.06202831119298935, 'grille': 0.05304717645049095, 'sports car': 0.02908467687666416, 'limousine': 0.026355547830462456, 'racer': 0.016736283898353577, 'jeep': 0.00783239584416151}"
67,Car,Image/All_Cropped\Car\13.jpg,"{'04285008-n': 0.19901533424854279, '04592741-n': 0.13284477591514587, '03100240-n': 0.11853798478841782, '02690373-n': 0.10374515503644943, '04037443-n': 0.09740325063467026, '04552348-n': 0.09073293954133987, '02814533-n': 0.03930113464593887, '03459775-n': 0.02414735034108162, '02860847-n': 0.023605555295944214, '04008634-n': 0.015518002212047577}","{'sports car': 0.19901533424854279, 'wing': 0.13284477591514587, 'convertible': 0.11853798478841782, 'airliner': 0.10374515503644943, 'racer': 0.09740325063467026, 'warplane': 0.09073293954133987, 'beach wagon': 0.03930113464593887, 'grille': 0.02414735034108162, 'bobsled': 0.023605555295944214, 'projectile': 0.015518002212047577}"
68,Car,Image/All_Cropped\Car\14.jpg,"{'03770679-n': 0.44340580701828003, '02814533-n': 0.29691508412361145, '03670208-n': 0.09227758646011353, '03930630-n': 0.07341360300779343, '02930766-n': 0.027751553803682327, '03769881-n': 0.01276130136102438, '02701002-n': 0.009670658968389034, '03977966-n': 0.009055783040821552, '02974003-n': 0.007723412476480007, '03594945-n': 0.005953398998826742}","{'minivan': 0.44340580701828003, 'beach wagon': 0.29691508412361145, 'limousine': 0.09227758646011353, 'pickup': 0.07341360300779343, 'cab': 0.027751553803682327, 'minibus': 0.01276130136102438, 'ambulance': 0.009670658968389034, 'police van': 0.009055783040821552, 'car wheel': 0.007723412476480007, 'jeep': 0.005953398998826742}"
69,Car,Image/All_Cropped\Car\15.jpg,"{'04285008-n': 0.6736751198768616, '04037443-n': 0.1580202877521515, '03100240-n': 0.06046855449676514, '02814533-n': 0.03702101483941078, '03770679-n': 0.021404225379228592, '03670208-n': 0.012160350568592548, '03930630-n': 0.010734223760664463, '02930766-n': 0.0042310236021876335, '02974003-n': 0.0035587840247899294, '04461696-n': 0.0033863463904708624}","{'sports car': 0.6736751198768616, 'racer': 0.1580202877521515, 'convertible': 0.06046855449676514, 'beach wagon': 0.03702101483941078, 'minivan': 0.021404225379228592, 'limousine': 0.012160350568592548, 'pickup': 0.010734223760664463, 'cab': 0.0042310236021876335, 'car wheel': 0.0035587840247899294, 'tow truck': 0.0033863463904708624}"
70,Car,Image/All_Cropped\Car\16.jpg,"{'04285008-n': 0.5892260074615479, '03100240-n': 0.12049838155508041, '02965783-n': 0.05124972015619278, '04037443-n': 0.026472192257642746, '04258138-n': 0.017317762598395348, '03770679-n': 0.016967209056019783, '04347754-n': 0.012989547103643417, '03670208-n': 0.012601209804415703, '02917067-n': 0.008339391089975834, '03444034-n': 0.007156047970056534}","{'sports car': 0.5892260074615479, 'convertible': 0.12049838155508041, 'car mirror': 0.05124972015619278, 'racer': 0.026472192257642746, 'solar dish': 0.017317762598395348, 'minivan': 0.016967209056019783, 'submarine': 0.012989547103643417, 'limousine': 0.012601209804415703, 'bullet train': 0.008339391089975834, 'go-kart': 0.007156047970056534}"
71,Car,Image/All_Cropped\Car\2.jpg,"{'04285008-n': 0.47462448477745056, '04037443-n': 0.1867533028125763, '02814533-n': 0.1741662174463272, '03770679-n': 0.06555682420730591, '03670208-n': 0.02876483090221882, '02974003-n': 0.02730991132557392, '03930630-n': 0.020124278962612152, '03100240-n': 0.012937410734593868, '03895866-n': 0.00398762384429574, '02930766-n': 0.0016163307009264827}","{'sports car': 0.47462448477745056, 'racer': 0.1867533028125763, 'beach wagon': 0.1741662174463272, 'minivan': 0.06555682420730591, 'limousine': 0.02876483090221882, 'car wheel': 0.02730991132557392, 'pickup': 0.020124278962612152, 'convertible': 0.012937410734593868, 'passenger car': 0.00398762384429574, 'cab': 0.0016163307009264827}"
72,Car,Image/All_Cropped\Car\3.jpg,"{'04285008-n': 0.7796188592910767, '04037443-n': 0.15343789756298065, '03895866-n': 0.025472093373537064, '03100240-n': 0.018147282302379608, '03930630-n': 0.007773121818900108, '03459775-n': 0.0034536337479948997, '02974003-n': 0.0030747323762625456, '02814533-n': 0.0017928873421624303, '03977966-n': 0.0017485897988080978, '04461696-n': 0.0015127602964639664}","{'sports car': 0.7796188592910767, 'racer': 0.15343789756298065, 'passenger car': 0.025472093373537064, 'convertible': 0.018147282302379608, 'pickup': 0.007773121818900108, 'grille': 0.0034536337479948997, 'car wheel': 0.0030747323762625456, 'beach wagon': 0.0017928873421624303, 'police van': 0.0017485897988080978, 'tow truck': 0.0015127602964639664}"
73,Car,Image/All_Cropped\Car\4.jpg,"{'04037443-n': 0.23876619338989258, '03100240-n': 0.22758038341999054, '04285008-n': 0.20820294320583344, '03977966-n': 0.07182323187589645, '03594945-n': 0.05904249846935272, '02701002-n': 0.03942873328924179, '03930630-n': 0.022818008437752724, '02814533-n': 0.020444294437766075, '02930766-n': 0.014940701425075531, '03769881-n': 0.011807508766651154}","{'racer': 0.23876619338989258, 'convertible': 0.22758038341999054, 'sports car': 0.20820294320583344, 'police van': 0.07182323187589645, 'jeep': 0.05904249846935272, 'ambulance': 0.03942873328924179, 'pickup': 0.022818008437752724, 'beach wagon': 0.020444294437766075, 'cab': 0.014940701425075531, 'minibus': 0.011807508766651154}"
